idea,nisza,bucket,narzedzie,archetyp,plausible,score
protokół odbioru dla: vanliferzy,vanliferzy,demo,protokół odbioru,checklist,0,0
lista BHP dla: vanliferzy,vanliferzy,demo,lista BHP,checklist,0,0
karta kontroli jakości dla: vanliferzy,vanliferzy,demo,karta kontroli jakości,checklist,0,0
planer projektu dla: vanliferzy,vanliferzy,demo,planer projektu,planner,1,10
plan krok-po-kroku dla: vanliferzy,vanliferzy,demo,plan krok-po-kroku,planner,1,10
organizator zadań dla: vanliferzy,vanliferzy,demo,organizator zadań,planner,1,10
planer wydarzenia dla: vanliferzy,vanliferzy,demo,planer wydarzenia,planner,1,10
harmonogram przygotowań dla: vanliferzy,vanliferzy,demo,harmonogram przygotowań,planner,1,10
tracker terminów ważności dla: vanliferzy,vanliferzy,demo,tracker terminów ważności,expiry,1,13
alert wygasania uprawnień dla: vanliferzy,vanliferzy,demo,alert wygasania uprawnień,expiry,1,13
przypominacz przeglądów dla: vanliferzy,vanliferzy,demo,przypominacz przeglądów,expiry,1,13
monitor dat odnowień dla: vanliferzy,vanliferzy,demo,monitor dat odnowień,expiry,1,13
kalendarz obowiązków dla: vanliferzy,vanliferzy,demo,kalendarz obowiązków,expiry,1,13
cennik usług dla: vanliferzy,vanliferzy,demo,cennik usług,pricebook,0,0
książka cen dla: vanliferzy,vanliferzy,demo,książka cen,pricebook,0,0
kalkulator marży dla: vanliferzy,vanliferzy,demo,kalkulator marży,pricebook,0,0
tabela stawek dla: vanliferzy,vanliferzy,demo,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: vanliferzy,vanliferzy,demo,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: vanliferzy,vanliferzy,demo,fiszki/drill nauki,flashcard,1,13
generator ćwiczeń dla: vanliferzy,vanliferzy,demo,generator ćwiczeń,flashcard,1,13
trening powtórek dla: vanliferzy,vanliferzy,demo,trening powtórek,flashcard,1,13
quiz tematyczny dla: vanliferzy,vanliferzy,demo,quiz tematyczny,flashcard,1,13
karty pamięciowe dla: vanliferzy,vanliferzy,demo,karty pamięciowe,flashcard,1,13
generator dokumentu dla: vanliferzy,vanliferzy,demo,generator dokumentu,generator,1,11
generator etykiet do druku dla: vanliferzy,vanliferzy,demo,generator etykiet do druku,generator,1,11
generator certyfikatów dla: vanliferzy,vanliferzy,demo,generator certyfikatów,generator,1,11
generator planu dla: vanliferzy,vanliferzy,demo,generator planu,generator,1,11
generator listy dla: vanliferzy,vanliferzy,demo,generator listy,generator,1,11
losowanie z regułami dla: vanliferzy,vanliferzy,demo,losowanie z regułami,randomizer,1,12
picker decyzji dla: vanliferzy,vanliferzy,demo,picker decyzji,randomizer,1,12
rotacyjny wybór dla: vanliferzy,vanliferzy,demo,rotacyjny wybór,randomizer,1,12
randomizer grupowy dla: vanliferzy,vanliferzy,demo,randomizer grupowy,randomizer,1,12
koło wyboru dla: vanliferzy,vanliferzy,demo,koło wyboru,randomizer,1,12
kalkulator podziału dla: vanliferzy,vanliferzy,demo,kalkulator podziału,splitter,1,13
splitter kosztów/majątku dla: vanliferzy,vanliferzy,demo,splitter kosztów/majątku,splitter,1,13
rozliczenie grupowe dla: vanliferzy,vanliferzy,demo,rozliczenie grupowe,splitter,1,13
podział równościowy dla: vanliferzy,vanliferzy,demo,podział równościowy,splitter,1,13
kalkulator wyrównań dla: vanliferzy,vanliferzy,demo,kalkulator wyrównań,splitter,1,13
kalkulator rozmiaru/ilości dla: vanliferzy,vanliferzy,demo,kalkulator rozmiaru/ilości,sizing,0,0
kalkulator metrażu dla: vanliferzy,vanliferzy,demo,kalkulator metrażu,sizing,0,0
przelicznik zapotrzebowania dla: vanliferzy,vanliferzy,demo,przelicznik zapotrzebowania,sizing,0,0
kalkulator porcji dla: vanliferzy,vanliferzy,demo,kalkulator porcji,sizing,0,0
kalkulator wymiarów dla: vanliferzy,vanliferzy,demo,kalkulator wymiarów,sizing,0,0
rotacja/planer cykliczny dla: vanliferzy,vanliferzy,demo,rotacja/planer cykliczny,rotation,1,12
układacz harmonogramu dla: vanliferzy,vanliferzy,demo,układacz harmonogramu,rotation,1,12
plan rotacji dla: vanliferzy,vanliferzy,demo,plan rotacji,rotation,1,12
grafik powtarzalny dla: vanliferzy,vanliferzy,demo,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: vanliferzy,vanliferzy,demo,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: vanliferzy,vanliferzy,demo,dziennik branżowy,logbook,0,0
logbook sesji dla: vanliferzy,vanliferzy,demo,logbook sesji,logbook,0,0
rejestr inspekcji dla: vanliferzy,vanliferzy,demo,rejestr inspekcji,logbook,0,0
karta klienta dla: vanliferzy,vanliferzy,demo,karta klienta,logbook,0,0
historia serwisowa dla: vanliferzy,vanliferzy,demo,historia serwisowa,logbook,0,0
tabela referencyjna dla: capsule-wardrobe,capsule-wardrobe,demo,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: capsule-wardrobe,capsule-wardrobe,demo,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: capsule-wardrobe,capsule-wardrobe,demo,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: capsule-wardrobe,capsule-wardrobe,demo,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: capsule-wardrobe,capsule-wardrobe,demo,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator dawkowania,dosage,0,0
kalkulator proporcji mieszanki dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator proporcji mieszanki,dosage,0,0
kalkulator stężeń dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator stężeń,dosage,0,0
przelicznik receptury dla: capsule-wardrobe,capsule-wardrobe,demo,przelicznik receptury,dosage,0,0
kalkulator składników dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator składników,dosage,0,0
kalkulator kosztów dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator czasu,calculator,1,13
konwerter jednostek dla: capsule-wardrobe,capsule-wardrobe,demo,konwerter jednostek,converter,1,12
przelicznik miar dla: capsule-wardrobe,capsule-wardrobe,demo,przelicznik miar,converter,1,12
konwerter formatów dla: capsule-wardrobe,capsule-wardrobe,demo,konwerter formatów,converter,1,12
przelicznik walut-stały dla: capsule-wardrobe,capsule-wardrobe,demo,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: capsule-wardrobe,capsule-wardrobe,demo,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: capsule-wardrobe,capsule-wardrobe,demo,kosztorys/wycena,estimator,0,0
szacowanie nakładu dla: capsule-wardrobe,capsule-wardrobe,demo,szacowanie nakładu,estimator,0,0
kalkulator oferty dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator oferty,estimator,0,0
wycena na papierze dla: capsule-wardrobe,capsule-wardrobe,demo,wycena na papierze,estimator,0,0
estymacja czasu robót dla: capsule-wardrobe,capsule-wardrobe,demo,estymacja czasu robót,estimator,0,0
tracker postępu dla: capsule-wardrobe,capsule-wardrobe,demo,tracker postępu,tracker,1,11
monitor nawyku dla: capsule-wardrobe,capsule-wardrobe,demo,monitor nawyku,tracker,1,11
śledzenie wyników dla: capsule-wardrobe,capsule-wardrobe,demo,śledzenie wyników,tracker,1,11
tracker pomiarów dla: capsule-wardrobe,capsule-wardrobe,demo,tracker pomiarów,tracker,1,11
licznik serii dla: capsule-wardrobe,capsule-wardrobe,demo,licznik serii,tracker,1,11
dziennik objawów → PDF dla lekarza dla: capsule-wardrobe,capsule-wardrobe,demo,dziennik objawów → PDF dla lekarza,symptomdiary,1,14
dziennik triggerów dla: capsule-wardrobe,capsule-wardrobe,demo,dziennik triggerów,symptomdiary,1,14
log epizodów choroby dla: capsule-wardrobe,capsule-wardrobe,demo,log epizodów choroby,symptomdiary,1,14
dziennik diety i reakcji dla: capsule-wardrobe,capsule-wardrobe,demo,dziennik diety i reakcji,symptomdiary,1,14
raport dla specjalisty dla: capsule-wardrobe,capsule-wardrobe,demo,raport dla specjalisty,symptomdiary,1,14
dziennik aktywności dla: capsule-wardrobe,capsule-wardrobe,demo,dziennik aktywności,log,1,10
log zdarzeń dla: capsule-wardrobe,capsule-wardrobe,demo,log zdarzeń,log,1,10
rejestr czynności dla: capsule-wardrobe,capsule-wardrobe,demo,rejestr czynności,log,1,10
notatnik tematyczny dla: capsule-wardrobe,capsule-wardrobe,demo,notatnik tematyczny,log,1,10
kronika dla: capsule-wardrobe,capsule-wardrobe,demo,kronika,log,1,10
katalog kolekcji dla: capsule-wardrobe,capsule-wardrobe,demo,katalog kolekcji,inventory,0,0
ewidencja zasobów dla: capsule-wardrobe,capsule-wardrobe,demo,ewidencja zasobów,inventory,0,0
inwentarz wyposażenia dla: capsule-wardrobe,capsule-wardrobe,demo,inwentarz wyposażenia,inventory,0,0
baza sprzętu dla: capsule-wardrobe,capsule-wardrobe,demo,baza sprzętu,inventory,0,0
spis zbiorów dla: capsule-wardrobe,capsule-wardrobe,demo,spis zbiorów,inventory,0,0
lista kontrolna dla: capsule-wardrobe,capsule-wardrobe,demo,lista kontrolna,checklist,0,0
checklist inspekcji dla: capsule-wardrobe,capsule-wardrobe,demo,checklist inspekcji,checklist,0,0
protokół odbioru dla: capsule-wardrobe,capsule-wardrobe,demo,protokół odbioru,checklist,0,0
lista BHP dla: capsule-wardrobe,capsule-wardrobe,demo,lista BHP,checklist,0,0
karta kontroli jakości dla: capsule-wardrobe,capsule-wardrobe,demo,karta kontroli jakości,checklist,0,0
planer projektu dla: capsule-wardrobe,capsule-wardrobe,demo,planer projektu,planner,1,10
plan krok-po-kroku dla: capsule-wardrobe,capsule-wardrobe,demo,plan krok-po-kroku,planner,1,10
organizator zadań dla: capsule-wardrobe,capsule-wardrobe,demo,organizator zadań,planner,1,10
planer wydarzenia dla: capsule-wardrobe,capsule-wardrobe,demo,planer wydarzenia,planner,1,10
harmonogram przygotowań dla: capsule-wardrobe,capsule-wardrobe,demo,harmonogram przygotowań,planner,1,10
tracker terminów ważności dla: capsule-wardrobe,capsule-wardrobe,demo,tracker terminów ważności,expiry,1,13
alert wygasania uprawnień dla: capsule-wardrobe,capsule-wardrobe,demo,alert wygasania uprawnień,expiry,1,13
przypominacz przeglądów dla: capsule-wardrobe,capsule-wardrobe,demo,przypominacz przeglądów,expiry,1,13
monitor dat odnowień dla: capsule-wardrobe,capsule-wardrobe,demo,monitor dat odnowień,expiry,1,13
kalendarz obowiązków dla: capsule-wardrobe,capsule-wardrobe,demo,kalendarz obowiązków,expiry,1,13
cennik usług dla: capsule-wardrobe,capsule-wardrobe,demo,cennik usług,pricebook,0,0
książka cen dla: capsule-wardrobe,capsule-wardrobe,demo,książka cen,pricebook,0,0
kalkulator marży dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator marży,pricebook,0,0
tabela stawek dla: capsule-wardrobe,capsule-wardrobe,demo,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: capsule-wardrobe,capsule-wardrobe,demo,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: capsule-wardrobe,capsule-wardrobe,demo,fiszki/drill nauki,flashcard,1,13
generator ćwiczeń dla: capsule-wardrobe,capsule-wardrobe,demo,generator ćwiczeń,flashcard,1,13
trening powtórek dla: capsule-wardrobe,capsule-wardrobe,demo,trening powtórek,flashcard,1,13
quiz tematyczny dla: capsule-wardrobe,capsule-wardrobe,demo,quiz tematyczny,flashcard,1,13
karty pamięciowe dla: capsule-wardrobe,capsule-wardrobe,demo,karty pamięciowe,flashcard,1,13
generator dokumentu dla: capsule-wardrobe,capsule-wardrobe,demo,generator dokumentu,generator,1,11
generator etykiet do druku dla: capsule-wardrobe,capsule-wardrobe,demo,generator etykiet do druku,generator,1,11
generator certyfikatów dla: capsule-wardrobe,capsule-wardrobe,demo,generator certyfikatów,generator,1,11
generator planu dla: capsule-wardrobe,capsule-wardrobe,demo,generator planu,generator,1,11
generator listy dla: capsule-wardrobe,capsule-wardrobe,demo,generator listy,generator,1,11
losowanie z regułami dla: capsule-wardrobe,capsule-wardrobe,demo,losowanie z regułami,randomizer,1,12
picker decyzji dla: capsule-wardrobe,capsule-wardrobe,demo,picker decyzji,randomizer,1,12
rotacyjny wybór dla: capsule-wardrobe,capsule-wardrobe,demo,rotacyjny wybór,randomizer,1,12
randomizer grupowy dla: capsule-wardrobe,capsule-wardrobe,demo,randomizer grupowy,randomizer,1,12
koło wyboru dla: capsule-wardrobe,capsule-wardrobe,demo,koło wyboru,randomizer,1,12
kalkulator podziału dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator podziału,splitter,1,13
splitter kosztów/majątku dla: capsule-wardrobe,capsule-wardrobe,demo,splitter kosztów/majątku,splitter,1,13
rozliczenie grupowe dla: capsule-wardrobe,capsule-wardrobe,demo,rozliczenie grupowe,splitter,1,13
podział równościowy dla: capsule-wardrobe,capsule-wardrobe,demo,podział równościowy,splitter,1,13
kalkulator wyrównań dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator wyrównań,splitter,1,13
kalkulator rozmiaru/ilości dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator rozmiaru/ilości,sizing,0,0
kalkulator metrażu dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator metrażu,sizing,0,0
przelicznik zapotrzebowania dla: capsule-wardrobe,capsule-wardrobe,demo,przelicznik zapotrzebowania,sizing,0,0
kalkulator porcji dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator porcji,sizing,0,0
kalkulator wymiarów dla: capsule-wardrobe,capsule-wardrobe,demo,kalkulator wymiarów,sizing,0,0
rotacja/planer cykliczny dla: capsule-wardrobe,capsule-wardrobe,demo,rotacja/planer cykliczny,rotation,1,12
układacz harmonogramu dla: capsule-wardrobe,capsule-wardrobe,demo,układacz harmonogramu,rotation,1,12
plan rotacji dla: capsule-wardrobe,capsule-wardrobe,demo,plan rotacji,rotation,1,12
grafik powtarzalny dla: capsule-wardrobe,capsule-wardrobe,demo,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: capsule-wardrobe,capsule-wardrobe,demo,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: capsule-wardrobe,capsule-wardrobe,demo,dziennik branżowy,logbook,0,0
logbook sesji dla: capsule-wardrobe,capsule-wardrobe,demo,logbook sesji,logbook,0,0
rejestr inspekcji dla: capsule-wardrobe,capsule-wardrobe,demo,rejestr inspekcji,logbook,0,0
karta klienta dla: capsule-wardrobe,capsule-wardrobe,demo,karta klienta,logbook,0,0
historia serwisowa dla: capsule-wardrobe,capsule-wardrobe,demo,historia serwisowa,logbook,0,0
tabela referencyjna dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator dawkowania,dosage,0,0
kalkulator proporcji mieszanki dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator proporcji mieszanki,dosage,0,0
kalkulator stężeń dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator stężeń,dosage,0,0
przelicznik receptury dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,przelicznik receptury,dosage,0,0
kalkulator składników dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator składników,dosage,0,0
kalkulator kosztów dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator czasu,calculator,1,13
konwerter jednostek dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,konwerter jednostek,converter,1,12
przelicznik miar dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,przelicznik miar,converter,1,12
konwerter formatów dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,konwerter formatów,converter,1,12
przelicznik walut-stały dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kosztorys/wycena,estimator,0,0
szacowanie nakładu dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,szacowanie nakładu,estimator,0,0
kalkulator oferty dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,kalkulator oferty,estimator,0,0
wycena na papierze dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,wycena na papierze,estimator,0,0
estymacja czasu robót dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,estymacja czasu robót,estimator,0,0
tracker postępu dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,tracker postępu,tracker,1,11
monitor nawyku dla: muzułmanie w diasporze,muzułmanie w diasporze,relig,monitor nawyku,tracker,1,11
